,date,PERMNO,SHRCD,EXCHCD,TICKER,PRC,VOL,RET,SHROUT
4201912,2019-10,18389,44.0,1.0,,9.45,25567.0,-0.067707,23312.0
4201913,2019-10,18392,73.0,5.0,,30.4562,128.0,-0.019225,200.0
4201914,2019-10,18393,73.0,5.0,,-26.925,43.0,0.016038,150.0
4201915,2019-10,18394,73.0,4.0,,-27.155,87.0,0.014666,1100.0
4201916,2019-10,18395,31.0,3.0,,2.31,5120.0,0.004654,7398.0
4201917,2019-10,18396,11.0,3.0,,0.74,16347.0,0.254237,27267.0
4201918,2019-10,18397,11.0,3.0,,23.24,12608.0,0.023789,17521.0
4201919,2019-10,18398,73.0,3.0,,,,,
4201920,2019-10,18399,12.0,3.0,,3.94,94726.0,0.363322,3318.0
4201921,2019-10,18400,12.0,3.0,,3.34,22048.0,-0.13906400000000002,27380.0
4201922,2019-10,18401,11.0,3.0,,13.3,5840.0,-0.026354,24638.0
4201923,2019-10,18402,11.0,3.0,,3.3387,3026.0,-0.242393,10118.0
4201924,2019-10,18403,11.0,1.0,,1.0,1239965.0,0.124986,317837.0
4201925,2019-10,18405,11.0,3.0,,2.8978,1678.0,-0.204753,8450.0
4201926,2019-10,18406,11.0,3.0,,4.9083,4434.0,-0.16808499999999998,10762.0
4201927,2019-10,18407,31.0,3.0,,8.47,620.0,-0.032,1692.0
4201928,2019-10,18408,11.0,3.0,,5.86,11755.0,-0.22178,30063.0
4201929,2019-10,18409,31.0,3.0,,6.4,20132.0,0.070234,8903.0
4201930,2019-10,18410,11.0,3.0,,10.07,36414.0,0.006999999999999999,22280.0
4201931,2019-10,18411,11.0,1.0,,62.66,869794.0,0.014408,1048734.0
4201932,2019-10,18413,11.0,3.0,,3.535,10294.0,-0.179814,8570.0
4201933,2019-10,18414,11.0,3.0,,11.12,80729.0,0.040225,16405.0
4201934,2019-10,18415,11.0,3.0,,12.43,21734.0,-0.172987,24034.0
4201935,2019-10,18416,12.0,3.0,,7.91,206208.0,-0.125967,52399.0
4201936,2019-10,18417,73.0,3.0,,25.8629,122.0,0.00702,1000.0
4201937,2019-10,18418,11.0,3.0,,9.24,136671.0,-0.028391000000000007,32743.0
4201938,2019-10,18419,11.0,2.0,,9.57,12149.0,-0.05718,8750.0
4201939,2019-10,18420,11.0,3.0,,32.04,1215990.0,0.016013999999999997,354475.0
4201940,2019-10,18421,11.0,3.0,,31.24,309150.0,-0.009512,266174.0
4201941,2019-10,18422,11.0,3.0,,21.0,287.0,-0.04,4379.0
4201942,2019-10,18423,12.0,3.0,,15.55,89069.0,0.001288,61118.0
4201943,2019-10,18424,11.0,1.0,,17.82,329077.0,-0.056198000000000005,46787.0
4201944,2019-10,18425,11.0,1.0,,25.1,43851.0,0.103811,38608.0
4201945,2019-10,18426,12.0,1.0,,14.6,84526.0,0.324864,40405.0
4201946,2019-10,18427,11.0,3.0,,2.39,113867.0,-0.802805,27468.0
4201947,2019-10,18428,11.0,1.0,,50.49,889302.0,0.059601,741496.0
4201948,2019-10,18429,73.0,4.0,,26.9673,1249.0,0.013511000000000002,2200.0
4201949,2019-10,18430,73.0,4.0,,27.5189,589.0,0.016534,54850.0
4201950,2019-10,18431,73.0,4.0,,28.95,751.0,0.020189,275.0
4201951,2019-10,18432,73.0,4.0,,28.6251,2691.0,0.038628,1050.0
4201952,2019-10,18433,73.0,4.0,,23.002,19637.0,-0.010909,100.0
4201953,2019-10,18434,73.0,4.0,,24.54,11295.0,0.002861,4800.0
4201954,2019-10,18435,73.0,4.0,,54.41,45.0,0.040915,100.0
4201955,2019-10,18436,73.0,4.0,,52.24,111.0,0.046711,125.0
4201956,2019-10,18437,73.0,4.0,,51.01,126.0,0.04251,175.0
4201957,2019-10,18438,11.0,1.0,,5.36,5318.0,-0.075862,6273.0
4201958,2019-10,18440,73.0,4.0,,55.65,312.0,0.019044,200.0
4201959,2019-10,18441,73.0,4.0,,53.3064,293.0,0.031646,200.0
4201960,2019-10,18442,73.0,4.0,,-48.85,320.0,-0.002858,600.0
4201961,2019-10,18443,73.0,5.0,,25.5454,922.0,0.003022,1450.0
4201962,2019-10,18444,73.0,5.0,,54.5468,2494.0,0.01995,850.0
4201963,2019-10,18445,73.0,4.0,,26.9089,69.0,0.01854,800.0
4201964,2019-10,18448,11.0,1.0,,10.18,14716.0,0.0,23000.0
4201965,2019-10,18449,73.0,5.0,,27.9043,529.0,-0.007702,300.0
4201966,2019-10,18450,44.0,1.0,,15.92,19999.0,-0.039059,13000.0
4201967,2019-10,18451,73.0,4.0,,48.3999,42.0,0.036179,900.0
4201968,2019-10,18452,11.0,3.0,,41.44,1469111.0,0.014691,286464.0
4201969,2019-10,18453,11.0,3.0,,10.08,42174.0,-0.000496,40000.0
4201970,2019-10,18456,11.0,3.0,,34.02,70858.0,0.136652,28300.0
4201971,2019-10,18457,11.0,3.0,,-9.925,6495.0,0.012755,35487.0
4201972,2019-10,18458,11.0,3.0,,6.49,49774.0,-0.22646,50660.0
4201973,2019-10,18459,11.0,3.0,,19.65,25845.0,0.040233,26334.0
4201974,2019-10,18460,12.0,3.0,,26.94,40662.0,-0.000371,22692.0
4201975,2019-10,18461,12.0,3.0,,-10.02,20002.0,0.003003,13895.0
4201976,2019-10,18464,12.0,3.0,,10.15,3006.0,0.00495,7458.0
4201977,2019-10,18465,31.0,3.0,,5.8,17627.0,-0.11646,4292.0
4201978,2019-10,18466,31.0,3.0,,10.77,13406.0,-0.018232,8625.0
4201979,2019-10,18467,31.0,3.0,,3.96,56169.0,-0.066038,16038.0
4201980,2019-10,18468,31.0,3.0,,14.25,7713.0,-0.181505,1701.0
4201981,2019-10,18469,73.0,3.0,,-35.78,30.0,0.041934,200.0
4201982,2019-10,18472,73.0,3.0,,25.918000000000003,549.0,0.033001,300.0
4201983,2019-10,18480,11.0,3.0,,41.75,323444.0,0.12898900000000002,46010.0
4201984,2019-10,18481,12.0,1.0,,59.27,195178.0,0.016812,488700.0
4201985,2019-10,18482,11.0,1.0,,22.99,275685.0,-0.186195,76286.0
4201986,2019-10,18483,31.0,3.0,,2.9355,4367.0,-0.014933000000000004,4595.0
4201987,2019-10,18484,11.0,3.0,,69.89,753392.0,-0.082808,109311.0
4201988,2019-10,18485,11.0,1.0,,25.14,2131791.0,-0.049527,306233.0
4201989,2019-10,18513,73.0,4.0,,13.28,13630.0,-0.087912,3400.0
4201990,2019-10,18514,11.0,1.0,,-9.9,8805.0,-0.004525,14838.0
4201991,2019-10,18515,11.0,1.0,,19.09,45326.0,-0.040703,21997.0
4201992,2019-10,18516,73.0,5.0,,25.2212,1049.0,0.022011000000000003,100.0
4201993,2019-10,18517,73.0,5.0,,50.575,7595.0,0.003441,1075.0
4201994,2019-10,18520,73.0,5.0,,26.2086,507.0,0.009191,725.0
4201995,2019-10,18521,73.0,5.0,,26.28,2804.0,0.010668,4925.0
4201996,2019-10,18522,73.0,5.0,,26.6092,1248.0,0.013815,3000.0
4201997,2019-10,18523,73.0,5.0,,25.94,1750.0,0.001782,700.0
4201998,2019-10,18524,73.0,5.0,,26.02,1792.0,0.00144,600.0
4201999,2019-10,18525,73.0,5.0,,26.16,1419.0,0.000191,950.0
4202000,2019-10,18528,73.0,4.0,,25.5176,369.0,0.05596,1100.0
4202001,2019-10,18529,31.0,1.0,,6.45,274030.0,-0.186633,78408.0
4202002,2019-10,18530,73.0,4.0,,-25.655,0.0,0.04501,100.0
4202003,2019-10,18531,73.0,4.0,,25.045,575.0,0.0016760000000000002,500.0
4202004,2019-10,18532,73.0,4.0,,25.9759,706.0,0.00487,475.0
4202005,2019-10,18533,11.0,1.0,,-9.87,24161.0,-0.006543000000000001,23000.0
4202006,2019-10,18535,73.0,4.0,,31.7777,4929.0,0.021154,780.0
4202007,2019-10,18536,73.0,4.0,,31.505,1388.0,0.002232,620.0
4202008,2019-10,18537,73.0,4.0,,10.57,6748.0,0.025228,5650.0
4202009,2019-10,18538,73.0,4.0,,10.0216,858.0,0.01122,750.0
4202010,2019-10,18539,11.0,1.0,,9.86,28597.0,0.0,23301.0
4202011,2019-10,18540,73.0,4.0,,24.695,0.0,0.002313,250.0
4202012,2019-10,18541,73.0,4.0,,-24.77,53.0,0.020211,50.0
4202013,2019-10,18542,11.0,1.0,,137.8,1004839.0,0.099121,552658.0
4202014,2019-10,18544,12.0,1.0,,-9.95,13620.0,0.00353,35938.0
4202015,2019-10,18545,12.0,1.0,,17.07,57742.0,0.03706,34040.0
4202016,2019-10,18546,11.0,3.0,,9.85,14551.0,-0.001014,30557.0
4202017,2019-10,18547,31.0,3.0,,8.9,1254.0,-0.023052,2544.0
4202018,2019-10,18548,73.0,3.0,,14.84,27133.0,0.012969,30850.0
4202019,2019-10,18549,11.0,3.0,,9.91,36339.0,0.004053,25000.0
4202020,2019-10,18552,11.0,3.0,,-9.875,17298.0,0.0,28000.0
4202021,2019-10,18553,11.0,3.0,,5.32,2509.0,-0.07799,5141.0
4202022,2019-10,18554,11.0,3.0,,19.7425,258.0,0.057162,4968.0
4202023,2019-10,18555,11.0,3.0,,0.2709,1127586.0,-0.6445810000000001,74983.0
4202024,2019-10,18556,11.0,3.0,,3.93,45726.0,0.15929200000000002,9998.0
4202025,2019-10,18557,73.0,3.0,,13.212,546.0,0.056529,1150.0
4202026,2019-10,18558,11.0,3.0,,10.05,2197.0,0.0,30015.0
4202027,2019-10,18559,11.0,3.0,,8.18,4152.0,0.090667,21589.0
4202028,2019-10,18560,11.0,3.0,,20.74,2901.0,-0.014727,8260.0
4202029,2019-10,18561,11.0,3.0,,12.97,46272.0,-0.063538,66156.0
4202030,2019-10,18562,12.0,3.0,,3.55,26634.0,0.082317,8655.0
4202031,2019-10,18563,11.0,3.0,,45.15,55844.0,0.145358,23469.0
4202032,2019-10,18564,11.0,3.0,,-12.5,0.0,0.039933,3616.0
4202033,2019-10,18565,31.0,3.0,,5.47,102517.0,-0.248626,10000.0
4202034,2019-10,18566,11.0,3.0,,33.12,77722.0,0.018137,30866.0
4202035,2019-10,18567,11.0,3.0,,38.36,63599.0,0.020213,35850.0
4202036,2019-10,18568,11.0,3.0,,1.02,12989.0,-0.055556,23410.0
4202037,2019-10,18571,12.0,3.0,,2.3,451.0,-0.233333,4381.0
4202038,2019-10,18572,11.0,3.0,,84.45,1096949.0,-0.431772,60566.0
4202039,2019-10,18573,11.0,3.0,,9.67,82299.0,-0.096262,22700.0
4202040,2019-10,18575,11.0,1.0,,35.6,55783.0,0.079442,99435.0
4202041,2019-10,18576,11.0,1.0,,31.5,2157583.0,0.033804,1700004.0
4202042,2019-10,18578,11.0,1.0,,38.0,243870.0,0.082621,56879.0
4202043,2019-10,18579,11.0,1.0,,14.21,775189.0,-0.033333,568950.0
4202044,2019-10,18580,11.0,1.0,,20.02,166362.0,-0.16583299999999998,13036.0
4202045,2019-10,18581,73.0,4.0,,37.61,38695.0,-0.002123,47400.0
4202046,2019-10,18582,73.0,4.0,,64.43,6036.0,0.010984,5551.0
4202047,2019-10,18583,73.0,4.0,,61.086000000000006,3421.0,0.025969,5601.0
4202048,2019-10,18584,73.0,4.0,,69.1599,286.0,0.013884,500.0
4202049,2019-10,18587,73.0,4.0,,-23.53,0.0,0.032018,100.0
4202050,2019-10,18588,73.0,4.0,,30.07,153.0,0.032269,800.0
4202051,2019-10,18589,73.0,4.0,,55.13,9182.0,0.021872,17551.0
4202052,2019-10,18590,73.0,4.0,,22.6955,61.0,0.015795,150.0
4202053,2019-10,18591,73.0,4.0,,32.6227,124.0,0.021061,750.0
4202054,2019-10,18592,11.0,1.0,,26.38,982709.0,-0.05785700000000001,748401.0
4202055,2019-10,18622,14.0,1.0,,37.22,12493.0,0.023934,24423.0
4202056,2019-10,18642,12.0,3.0,,9.9,14814.0,0.005076,30000.0
4202057,2019-10,18643,11.0,3.0,,4.3,873.0,-0.0654,10747.0
4202058,2019-10,18644,11.0,3.0,,16.51,5557.0,0.502275,17134.0
4202059,2019-10,18645,12.0,3.0,,2.76,12161.0,-0.044983,37075.0
4202060,2019-10,18646,11.0,3.0,,5.29,1141.0,-0.065371,23098.0
4202061,2019-10,18647,31.0,3.0,,9.66,2623.0,-0.15188800000000002,4638.0
4202062,2019-10,18648,11.0,3.0,,20.77,5084.0,-0.16686700000000002,26841.0
4202063,2019-10,18649,11.0,1.0,,84.96,73625.0,0.024231,50025.0
4202064,2019-10,18651,73.0,3.0,,-24.72,132.0,0.03431,150.0
4202065,2019-10,18652,11.0,3.0,,35.79,930.0,0.01519,4345.0
4202066,2019-10,18653,73.0,3.0,,-17.93,95.0,-0.00543,400.0
4202067,2019-10,18654,73.0,3.0,,-24.69,23.0,0.021303,100.0
4202068,2019-10,18655,31.0,3.0,,17.46,35531.0,-0.094868,18750.0
4202069,2019-10,18656,11.0,3.0,,5.67,12086.0,-0.37,20328.0
4202070,2019-10,18659,11.0,3.0,,-9.945,13057.0,0.004545,15490.0
4202071,2019-10,18660,31.0,3.0,,8.0,18585.0,-0.520671,4025.0
4202072,2019-10,18661,12.0,3.0,,9.97,435.0,-0.002002,7428.0
4202073,2019-10,18662,31.0,3.0,,19.58,500347.0,0.030526,37950.0
4202074,2019-10,18663,12.0,3.0,,19.14,1075.0,0.026273,24491.0
4202075,2019-10,18664,11.0,3.0,,25.0,23455.0,-0.189627,22739.0
4202076,2019-10,18667,12.0,3.0,,3.33,447145.0,-0.031977,156196.0
4202077,2019-10,18668,11.0,3.0,,44.0,925.0,0.014526,7306.0
4202078,2019-10,18669,71.0,3.0,,15.02,64718.0,-0.157127,43700.0
4202079,2019-10,18670,11.0,3.0,,2.39,28827.0,-0.1843,20358.0
4202080,2019-10,18671,11.0,3.0,,16.75,5830.0,0.029448,18004.0
4202081,2019-10,18672,73.0,3.0,,52.2068,11635.0,0.014315,30900.0
4202082,2019-10,18675,31.0,3.0,,10.9,74567.0,0.180932,14950.0
4202083,2019-10,18676,11.0,3.0,,17.94,18840.0,-0.244632,21164.0
4202084,2019-10,18677,11.0,3.0,,2.95,3281.0,-0.34444400000000003,17835.0
4202085,2019-10,18678,31.0,3.0,,5.04,57130.0,-0.266376,11217.0
4202086,2019-10,18679,73.0,4.0,,20.9802,4491.0,0.000491,1925.0
4202087,2019-10,18680,73.0,5.0,,26.4251,512.0,0.039127,500.0
4202088,2019-10,18683,73.0,4.0,,19.9757,41.0,0.043118,50.0
4202089,2019-10,18684,44.0,1.0,,20.32,12830.0,0.013277,11519.0
4202090,2019-10,18685,73.0,4.0,,25.5233,1011.0,0.030865,475.0
4202091,2019-10,18686,73.0,4.0,,26.2073,29.0,-0.000843,125.0
4202092,2019-10,18687,73.0,4.0,,26.8713,46.0,0.022512,125.0
4202093,2019-10,18688,73.0,4.0,,26.8235,25.0,0.015465,100.0
4202094,2019-10,18689,73.0,4.0,,25.8264,6.0,-0.000526,100.0
4202095,2019-10,18690,73.0,5.0,,27.7124,56.0,0.01251,250.0
4202096,2019-10,18691,73.0,5.0,,27.9476,7.0,0.023628,250.0
4202097,2019-10,18692,73.0,5.0,,28.0693,11.0,0.008598999999999999,250.0
4202098,2019-10,18693,73.0,5.0,,29.8873,43.0,0.025959,200.0
4202099,2019-10,18694,73.0,5.0,,29.4244,30.0,0.017466,250.0
4202100,2019-10,18695,73.0,5.0,,30.18,85.0,0.010622,250.0
4202101,2019-10,18696,73.0,5.0,,-25.155,31.0,0.039562,500.0
4202102,2019-10,18697,73.0,5.0,,26.4345,8.0,0.032586000000000004,500.0
4202103,2019-10,18698,73.0,5.0,,24.2425,35.0,0.033245,600.0
4202104,2019-10,18699,73.0,5.0,,27.2112,279.0,0.00824,2100.0
4202105,2019-10,18700,73.0,5.0,,31.23,9083.0,0.006445,34950.0
4202106,2019-10,18701,73.0,5.0,,24.79,678.0,0.00164,500.0
4202107,2019-10,18703,73.0,5.0,,25.1446,238.0,-0.000199,500.0
4202108,2019-10,18704,73.0,5.0,,24.6002,299.0,-0.003357,400.0
4202109,2019-10,18705,73.0,5.0,,25.22,496.0,-0.001059,500.0
4202110,2019-10,18706,73.0,5.0,,24.91,953.0,-0.001052,500.0
4202111,2019-10,18707,73.0,4.0,,25.295,9509.0,-0.001716,2975.0
4202112,2019-10,18708,73.0,4.0,,27.3873,229.0,-0.011282,800.0
4202113,2019-10,18709,11.0,1.0,,8.55,16570.0,-0.35178200000000004,19740.0
4202114,2019-10,18712,73.0,4.0,,24.5682,52.0,0.006481000000000001,100.0
4202115,2019-10,18713,73.0,4.0,,25.6953,2038.0,0.025016,500.0
4202116,2019-10,18714,73.0,4.0,,25.94,9632.0,0.032232,3500.0
4202117,2019-10,18715,18.0,1.0,,16.8,4799.0,0.060605999999999986,5286.0
4202118,2019-10,18716,73.0,4.0,,19.2334,1396.0,0.014388,250.0
4202119,2019-10,18717,73.0,4.0,,25.8178,2802.0,0.012847,3000.0
4202120,2019-10,18718,73.0,4.0,,25.8756,4554.0,0.013325,3200.0
4202121,2019-10,18719,11.0,1.0,,9.86,16048.0,-0.001013,30015.0
4202122,2019-10,18720,73.0,5.0,,25.59,924.0,0.001327,150.0
4202123,2019-10,18721,44.0,1.0,,10.05,12245.0,-0.058249,10380.0
4202124,2019-10,18722,73.0,4.0,,25.6917,222.0,0.022352,100.0
4202125,2019-10,18723,12.0,1.0,,16.74,111352.0,-0.007706,305286.0
4202126,2019-10,18724,12.0,1.0,,9.52,1555351.0,-0.02359,1614958.0
4202127,2019-10,18725,11.0,1.0,,20.76,264460.0,-0.111682,13529.0
4202128,2019-10,18726,11.0,3.0,,49.91,615888.0,-0.144058,20761.0
4202129,2019-10,18727,11.0,1.0,,24.67,379628.0,0.003662,53475.0
4202130,2019-10,18728,31.0,3.0,,3.26,10427.0,-0.164103,63872.0
4202131,2019-10,18729,11.0,1.0,,68.6,775067.0,-0.06094400000000001,858006.0
4202132,2019-10,18734,11.0,1.0,,22.0,2347443.0,-0.072903,259606.0
4202133,2019-10,18735,11.0,3.0,,31.9,277518.0,-0.080161,88372.0
4202134,2019-10,18736,11.0,1.0,,38.15,332229.0,-0.08578999999999999,133478.0
4202135,2019-10,18739,44.0,1.0,,19.9,35865.0,-0.034283,75005.0
4202136,2019-10,18740,73.0,4.0,,24.2798,5490.0,-0.00042,2225.0
4202137,2019-10,18741,73.0,4.0,,26.2075,9296.0,0.022237,3850.0
4202138,2019-10,18742,73.0,4.0,,24.1223,512.0,0.026193,150.0
4202139,2019-10,18743,31.0,1.0,,17.14,153823.0,0.11953,83345.0
4202140,2019-10,18744,73.0,5.0,,-26.66,140.0,0.010423,100.0
4202141,2019-10,18747,73.0,5.0,,26.73,572.0,0.009601,1475.0
4202142,2019-10,18748,73.0,5.0,,27.3766,116.0,0.013385,100.0
4202143,2019-10,18749,73.0,4.0,,25.905,498.0,0.04717,150.0
4202144,2019-10,18750,73.0,4.0,,-26.895,20.0,0.01147,100.0
4202145,2019-10,18751,73.0,4.0,,25.9419,308.0,0.058775,900.0
4202146,2019-10,18752,73.0,4.0,,26.4972,1550.0,0.032699,1050.0
4202147,2019-10,18755,73.0,4.0,,26.26,2101.0,-0.003658,1950.0
4202148,2019-10,18756,31.0,1.0,,8.6,24793.0,0.112549,189409.0
4202149,2019-10,18757,73.0,4.0,,27.6181,12.0,0.004843,50.0
4202150,2019-10,18758,73.0,4.0,,27.6914,0.0,0.01919,50.0
4202151,2019-10,18759,73.0,4.0,,27.7492,7.0,0.01404,50.0
4202152,2019-10,18760,73.0,4.0,,15.18,1192.0,-0.002628,650.0
4202153,2019-10,18763,12.0,2.0,,4.03,4747.0,-0.0049380000000000005,108012.0
4202154,2019-10,18764,73.0,5.0,,-28.02,1088.0,0.018909,300.0
4202155,2019-10,18765,14.0,1.0,,18.7651,980.0,-0.00707,8311.0
4202156,2019-10,18767,12.0,1.0,,9.6,1152.0,-0.005181,54104.0
4202157,2019-10,18768,12.0,1.0,,22.61,28818.0,0.209091,30995.0
4202158,2019-10,18769,11.0,3.0,,26.065,119943.0,-0.156472,124339.0
4202159,2019-10,18770,11.0,3.0,,22.61,55529.0,0.053097000000000005,117360.0
4202160,2019-10,18771,11.0,3.0,,13.22,153634.0,0.094371,124936.0
4202161,2019-10,18772,11.0,3.0,,23.21,19157.0,0.02022,28559.0
4202162,2019-10,18773,11.0,3.0,,1.99,6084.0,-0.0793,3420.0
4202163,2019-10,18774,11.0,3.0,,11.25,16068.0,-0.08088200000000001,22026.0
4202164,2019-10,18775,12.0,3.0,,8.76,7328.0,-0.096907,25634.0
4202165,2019-10,18776,11.0,3.0,,10.16,23904.0,0.024194,14375.0
4202166,2019-10,18777,11.0,3.0,,13.92,16818.0,-0.147059,23413.0
4202167,2019-10,18778,11.0,3.0,,9.81,20923.0,0.001531,31625.0
4202168,2019-10,18779,11.0,3.0,,14.0,13557.0,-0.226946,30034.0
4202169,2019-10,18780,11.0,3.0,,5.85,3167.0,-0.251918,17711.0
4202170,2019-10,18781,11.0,3.0,,10.0,11152.0,0.009082,14467.0
4202171,2019-10,18782,11.0,3.0,,11.02,14658.0,-0.102606,34099.0
4202172,2019-10,18783,11.0,3.0,,10.36,59569.0,-0.294038,31143.0
4202173,2019-10,18784,11.0,3.0,,23.11,333696.0,0.033542,85791.0
4202174,2019-10,18785,11.0,3.0,,28.34,25880.0,0.318753,32724.0
4202175,2019-10,18786,11.0,1.0,,27.44,38638.0,0.053359,72400.0
4202176,2019-10,18787,11.0,1.0,,29.08,222616.0,0.060153,127593.0
4202177,2019-10,18789,11.0,3.0,,32.16,59307.0,0.016434999999999998,36565.0
4202178,2019-10,18790,11.0,3.0,,21.59,236988.0,0.237959,94482.0
4202179,2019-10,18791,73.0,4.0,,20.3902,1116.0,1e-05,1075.0
4202180,2019-10,18792,73.0,4.0,,15.8846,1582.0,-0.116889,350.0
4202181,2019-10,18793,73.0,5.0,,17.11,1900.0,-0.092303,100.0
4202182,2019-10,18794,11.0,1.0,,10.2106,57175.0,0.019022,69000.0
4202183,2019-10,18795,73.0,5.0,,24.881999999999998,2552.0,0.007666,3150.0
4202184,2019-10,18798,11.0,1.0,,19.0,2406.0,-0.011235,6018.0
4202185,2019-10,18799,73.0,4.0,,24.9593,125.0,0.031802,200.0
4202186,2019-10,18800,73.0,4.0,,-25.665,90.0,0.020072,200.0
4202187,2019-10,18801,73.0,4.0,,40.4485,465.0,0.005681,150.0
4202188,2019-10,18802,11.0,1.0,,9.8586,13154.0,0.002909,22250.0
4202189,2019-10,18803,73.0,4.0,,50.16,7.0,0.00268,600.0
4202190,2019-10,18804,73.0,4.0,,25.3,3415.0,0.020453,1725.0
4202191,2019-10,18805,73.0,4.0,,23.4922,8192.0,0.016978,2725.0
4202192,2019-10,18806,11.0,2.0,,3.93,5641.0,-0.22332,13998.0
4202193,2019-10,18807,11.0,1.0,,17.1,34669.0,0.084337,389156.0
4202194,2019-10,18808,11.0,1.0,,29.63,52312.0,0.22236,35761.0
4202195,2019-10,18810,11.0,1.0,,15.86,27080.0,-0.180785,42999.0
4202196,2019-10,18811,14.0,1.0,,20.3,9016.0,0.017041999999999998,18250.0
4202197,2019-10,18812,73.0,4.0,,15.1,10220.0,-0.087062,1100.0
4202198,2019-10,18813,73.0,4.0,,24.13,4976.0,0.053712,7650.0
4202199,2019-10,18814,73.0,4.0,,32.44,3733.0,0.058780999999999986,1900.0
4202200,2019-10,18815,11.0,1.0,,10.62,39316.0,-0.012093,83981.0
4202201,2019-10,18816,73.0,4.0,,52.17,5445.0,0.003586,6550.0
4202202,2019-10,18819,73.0,4.0,,50.685,868.0,0.0035310000000000007,1700.0
4202203,2019-10,18820,73.0,4.0,,43.2172,724.0,0.026666,4200.0
4202204,2019-10,18821,73.0,4.0,,45.5455,2848.0,0.021431,7700.0
4202205,2019-10,18822,73.0,4.0,,51.4206,19655.0,0.024003,4000.0
4202206,2019-10,18823,73.0,4.0,,51.4624,1896.0,0.003563,9450.0
4202207,2019-10,18824,31.0,1.0,,4.9,31769.0,-0.052224,9291.0
4202208,2019-10,18827,12.0,1.0,,6.55,8204.0,0.274319,110818.0
4202209,2019-10,18828,12.0,1.0,,41.73,7173.0,0.012127,115448.0
4202210,2019-10,18829,12.0,3.0,,27.0,42489.0,0.053042,29753.0
4202211,2019-10,18830,12.0,3.0,,-9.955,691.0,-0.001504,5975.0
4202212,2019-10,18831,12.0,3.0,,2.98,29125.0,-0.10241,35141.0
4202213,2019-10,18832,11.0,3.0,,23.54,26587.0,0.301271,17074.0
4202214,2019-10,18835,11.0,3.0,,10.08,31503.0,0.019727,40000.0
4202215,2019-10,18836,31.0,3.0,,7.77,303411.0,-0.051282000000000015,67387.0
4202216,2019-10,18837,11.0,3.0,,9.15,597.0,-0.023479,6084.0
4202217,2019-10,18838,11.0,3.0,,6.27,16635.0,-0.055723,22558.0
4202218,2019-10,18839,31.0,3.0,,21.85,51399.0,0.07848,30270.0
4202219,2019-10,18840,11.0,3.0,,-9.88,23023.0,0.005086,28750.0
4202220,2019-10,18843,73.0,3.0,,25.35,1639.0,0.017664,750.0
4202221,2019-10,18844,11.0,3.0,,-9.88,27666.0,-0.00202,40000.0
4202222,2019-10,18845,11.0,3.0,,14.34,46828.0,-0.044000000000000004,57671.0
4202223,2019-10,18846,11.0,3.0,,7.18,5637.0,-0.28628200000000004,22567.0
4202224,2019-10,18847,11.0,3.0,,13.5,10828.0,0.08086499999999999,25978.0
4202225,2019-10,18848,73.0,3.0,,-25.52,542.0,0.027633,700.0
4202226,2019-10,18849,73.0,3.0,,-25.08,11.0,0.014397,300.0
4202227,2019-10,18850,73.0,3.0,,-25.05,5.0,0.01728,450.0
4202228,2019-10,18851,11.0,3.0,,13.95,11513.0,-0.002859,13527.0
4202229,2019-10,18852,11.0,3.0,,-9.85,24676.0,0.005102000000000001,25000.0
4202230,2019-10,18853,11.0,3.0,,-9.76,5166.0,-0.005097,22027.0
4202231,2019-10,18854,31.0,3.0,,3.58,21256.0,-0.116049,23800.0
4202232,2019-10,18855,11.0,3.0,,2.61,11705.0,0.031621,75995.0
4202233,2019-10,18856,11.0,3.0,,10.9,19886.0,-0.076271,27613.0
4202234,2019-10,18886,11.0,1.0,,20.23,182845.0,0.08355599999999999,280509.0
4202235,2019-10,18887,31.0,1.0,,7.98,6738.0,-0.113333,20760.0
4202236,2019-10,18888,73.0,4.0,,20.7072,173.0,-0.015818000000000002,100.0
4202237,2019-10,18889,73.0,5.0,,-25.445,1284.0,0.008546,100.0
4202238,2019-10,18890,73.0,5.0,,25.52,7038.0,0.012883000000000002,4575.0
4202239,2019-10,18891,73.0,5.0,,25.4782,2569.0,0.01426,3600.0
4202240,2019-10,18894,11.0,3.0,,4.2410000000000005,3077.0,0.240058,6825.0
4202241,2019-10,18895,11.0,3.0,,13.37,18405.0,-0.065362,51969.0
4202242,2019-10,18896,12.0,3.0,,30.76,176329.0,0.430033,31974.0
4202243,2019-10,18897,31.0,3.0,,11.44,18864.0,0.02509,10235.0
4202244,2019-10,18898,11.0,3.0,,18.45,13799.0,-0.05963300000000001,7335.0
4202245,2019-10,18899,11.0,3.0,,9.02,6312.0,0.120497,7785.0
4202246,2019-10,18900,12.0,3.0,,9.85,25928.0,0.005102000000000001,25981.0
4202247,2019-10,18901,12.0,3.0,,4.42,20320.0,-0.047414,21964.0
4202248,2019-10,18902,12.0,3.0,,3.25,148958.0,-0.322211,83807.0
4202249,2019-10,18903,11.0,3.0,,-14.125,82.0,0.008929000000000001,14875.0
4202250,2019-10,18904,12.0,3.0,,8.12,4115.0,0.17340999999999998,37953.0
4202251,2019-10,18906,12.0,3.0,,5.94,12251.0,-0.061611,49635.0
4202252,2019-10,18907,11.0,3.0,,11.695,1614354.0,-0.157421,105388.0
4202253,2019-10,18908,11.0,3.0,,58.0,52098.0,0.150794,20901.0
